ID,comment
내삶의반다이크,ZUTOMAYO 그걸 적용해서 지금 말하는게 아닌데 그걸 왜 들고 오냐고 가수로서 얘기하는데 ai 들고오면 커제 이세돌 그냥 인간 원툴 바둑기산데
ZUTOMAYO,내삶의반다이크 이제 AI가 노래를 부르고 작곡을 하기 시작했으니까 가수를 평가하는 기준에 새로운 잣대가 들어서는건데 뭔 들어오냐 마냐임 ㅋㅋㅋ 내가 가지고온게 아니라 세상이 그렇게 바뀌는건데AI들이 그림을 그리기 시작하니까 일러스트레이터들이 지금 밥줄끊길까봐 전전긍긍하잖아?AI가 작곡하고 노래부르기 시작하면 가수에 대한 평가기준도 바뀌는게 당연한거임이건 내가 그러라고 하는게 아니라 세계가 그렇게 바뀌는거라고 ㅋㅋㅋㅋ
내삶의반다이크,ZUTOMAYO 지금 10년 20년전 결과물로 얘기하는데 이제 ai 나와서 작곡 잘하는 장범준이 위라는게 논리적이냐고.이제부터 ai 때문에 장범준의 작곡이 더 빛을 바라면 모를까 아직 암것도 없는데 ㅋㅋㅋ그리고 작곡 작사도 이제 ai가 함 ㅋㅋㅋ이세돌 이창호 얘기하는데 ai가 압살 이지랄 하는 꼴베기 싫은 말 하네
ZUTOMAYO,내삶의반다이크 2022년 기준으로 요즘엔 이렇게 가수를 평가하기도 한다라는 기준을 제시하고그 기준에 따르면 장범준이 위라고 볼수도 있다는 내 의견을 덧붙인거 뿐인데왤케 이해를 못함 씨발... 진짜 지능이 낮아서그런가
동탕,내삶의반다이크 야 길게 힘빼지마셈 쟤 블라튀함
개소,내삶의반다이크 저지능아 와드
황족첼붕이,ZUTOMAYO 뭐 작곡능력면에서는 장범준이 위다 이런말하고싶은거아님? 성시경 작곡못함 이런뜻은아니고
동탕,황족첼붕이 그러면 글을 저렇게 쓰면 안됨기준을 자기노래 못쓰는 사람은 아티스트인가? 적어놓으면 당연히 자기노래 쓰는 사람 아닌 사람으로 나눈다는 거지
ZUTOMAYO,황족첼붕이 ㅇㅇ 그냥그뜻
역한축리웹,장범준 굴욕이네 ㅋㅋ
이창준,장범준은 비교적 최근이라 저평가 있는듯
김혜성,장범준  파급력은 진짜 어마어마하지 않나 전국민이 알만한 곡도 가지고있고
비내리는오후,고점은 장범준이 높아도 히트곡은 성시경이 더 많지 않나.
류혜영사랑해,비내리는오후 장범준은 낸 모든 노래가 히트지
지국천왕,누가 우위인진 모르겠고 둘 다 안 듣다가 성시경 노래는 요새 듣는 중
Durex,성시경은 10cm랑 붙어도 10cm가 이기는데
오펜하이머무새,Durex ㅋ
브엉저낭,Durex 히트곡수 비교가 안되긴하네
긴매,난 굳이 따지자면 장범준 세대인데도성시경이라고 생각하는데..
황족첼붕이,긴매 나도 성시경이더 취향이라 ㅋㅋ
긴매,황족첼붕이 장범준 노래는 벚꽃엔딩 이외에는 당시 유행했을때 이후로는 듣지도 않고 부르지도 않는데성시경은 내 세대 아닌 노래도 다 찾아서 아직도 듣고 있음.
swallow,나도 둘 다 잘나가던 시절 다 경험했고 장범준은 슈스케때 초반에 떨어지기 전부터 얜 무조건 대성할 밴드라고 생각했었고 지금도 엄청 높게보긴하는데그래도 성시경..
섹시,비틀즈에 비견되는 bts선에서 정리
데이곤,장범준은 성시경보다 sg 와나비랑 비교해야 급이 맞을 거 같은데
류혜영사랑해,닥 장
모두즐겁게,장범준은 한시대를 만들고 정점에 선사람임..
코코펨한펨착,개인적으로 성발라 노래 더 많이 들어서 성시경
magik,난 성시경 학창시절에 진짜 많이 들어서 성시경
수정펀치,성시경은 김동률한테도 밀림
로제박은빈카리나,"성시경이 노래 더 잘하는거 같다, 성시경 노래가 더 좋다 이러는건 ㅇㅈ인데객관적인 수치나 성과는 그냥 장범준이 압살임.성시경은 방송출연, 유튜브, 킬링보이스 등으로 인한 인지도로 과거 음악 커리어가 뻥튀기되는 경향이 있음20대후반이나 30대 정도 되는 사람들은 알거임."
내삶의반다이크,로제박은빈카리나 ???? 성시경의 데뷔때부터 발라드 계보 잇는 가수였음.메가 히트곡은 없었지만 나 초딩때부터 성시경 알았고 꾸준히 앨범냈는데. 거리에서 거의 준 메가히트 치고 그당시 탑은 아니여도 20년동안 발라드 가수 하면 탑 5에 꾸준히 들었는데 그걸 뻥튀기라고 한다고? 어렸을때 박효신 소몰이 파라 성시경 안좋아했는데도 그당시 인기 겁나 많았음 특히 여자들한테
으독,걍 이딴거로 욕하는게 개웃김 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
가기로했으면가,성시경이 활동당시에 1등으로 씹어먹지는 못했어도 고평가 받는 이유가 계속 찾아 듣게되는 노래가 많음앨범 판매량 같은건 성적표로 볼때 중요하지만 결국 누구 노래를 더 많이 들었냐 하면 버스커+솔로 장범준 노래는 한철에만 듣고 그렇게 많이 찾아듣지는 않은듯
GUMAYUSl,가기로했으면가 버스커 장범준노래를 많이 안찾아듣는다는 소리는 근거없는 소리아님?
가기로했으면가,GUMAYUSl 무슨 근거가 필요함? 내 이야기를 하는건데..
음밥페내놔,장범준도 인정하겠는데 성시경 내려치기 하는거 보니까 줫같네. 성시경이 이리 내려치기 당할 정도인가??
goroshi,음밥페내놔 [삭제된 댓글입니다.]
빛쵸비,goroshi 성시경 전성기떄 ㅈ도 없었는데 뭔 ㅋㅋㅋ
음밥페내놔,빛쵸비 성시경 전성기 보긴 함?? 대상을 몇개나 먹은 양반인데
으라챠,음밥페내놔 성시경 나무위키 보고왔는데 수상내역에 대상없는데요
음밥페내놔,으라챠 아니 진짜 없네???
디레스터,음밥페내놔 성시경 전성기를 직접 본 사람은장범준 손 들어줌명성에 비해 진짜 별개 없거든
빛쵸비,음밥페내놔 성시경 데뷔때부터 봤는데요? 진심으로 성시경이 시대를 관통하는 발라더라고 생각함?
신병모시,빛쵸비 시대를 관통하는 발라더 맞지근데 발라더가 가요계 1위던 조성모 신승훈 이문세 시절이 아닐 뿐.. 2000년대 후반부터 정통 발라드는 성시경이 계보를 이었지. sg워너비나 박효신 이런 가수들은 알앤비지 발라드는 아니니까근데 이때부터는 발라드가 가요계의 가장 핫한 분야가 아니게 되버렸음. 원래는 국민가수들이 정통 발라더였고
곧발롱위너비닐신,goroshi 성시경 이전부터 발라드 듣던 아재들이 장범준 손 들어준 댓글 많음이전 포텐글이랑 엠팍 댓글 봐봐
델카이저,음밥페내놔 https://m.fmkorea.com/best/5095952961내려치긴 장범준이 더당함
알프잉에홀란,"그냥 각자 좋아하는 노래 들으면 됐지, 펨창들 피곤하게도 산다"
덤더럼,장범준이 ㅈ으로 보이냐? 막말로 장범준이 연예계 활동 했음 그냥 99대 1 나왔음 ㅋㅋㅋ
곧발롱위너비닐신,덤더럼 하다못해 대학 행사도 안뛰는 이상한 양반이라 그렇지 ㄹㅇ
고북2,덤더럼 근데 슈돌보면 연예계활동할 성격은 아니더라
덤더럼,고북2 ㅇㅇ 그러긴함. 사람 자체가 노잼임 ㅋㅋㅋㅋ
속삭이는몽자,성시경 전성기 직접겪은 엠팍에서도 장범준 승이면 더 할말없지 뭐
오펜하이머무새,속삭이는몽자 저 전성기때 성시경 좋아하던 남자가 거의없어요재수없는 버터왕자 발라더 이미지여서
속삭이는몽자,오펜하이머무새 나도 그렇게 기억함ㅋㅋㅋ 막상 성시경 주로 활동하던 시기엔 그렇게 인기많았나 싶었는데 장범준이랑 반반가는게 신기하네..
쿠루루쿠루루쿠,속삭이는몽자 성시경 전성기때도 여자들이 좋아하던 가수라..
속삭이는몽자,쿠루루쿠루루쿠 내 기억엔 여자들한테도 그닥이었던거 같은데 넘 오래되서 정확하진않음
쿠루루쿠루루쿠,속삭이는몽자 콘서트 성비 비율 보면 여자들 진짜 많았음라디오할 때도 주 시청층이 여자였고
속삭이는몽자,쿠루루쿠루루쿠 나도 푸른밤 맨날 들었는데 개추억이네ㅋㅋㅋ
한판만할까,성시경 장범준 둘 다 좋긴한데 지금도 듣는건 성시경노래임. 난 성시경
Lampty,그냥이런건 섭외비용 생각해보면 답나옴근데 누가 더 섭외비용 높냐
우유지리,2라운드 시작이냐 ㅅㅂㅋㅋㅋㅋ
토깽이,쥐뿔도 없는 여수를 관광도시 만든게 장범준임 ㅋㅋ그래도 난 성시경 팬이라…성시경도 데뷔때 반짝 인기많다가 2010년쯤 전후로는 느끼발라더로 많이 까였었음. 복고랑 옛날감성이 인기많아지니 재평가 제대로 받은거고. 가창력은 성시경이 넘사. 대중적인 영향력은 장범준이 넘었다고 봄
곧발롱위너비닐신,토깽이 4년 연속 관광객 1200만명 ㅋㅋ
앤서니테일러,토깽이 그래도 쥐뿔도 없진 않았음 ㅋㅋㅋ국내 최대 석유화학단지가 있는데
방부제인생,성시경은 보컬이 좋은거긴해...보컬은 씹상위지
제육좋다,내가 성시경 데뷔초부터 봤는데 성시경이 장범준에 비교될 급이 아닌데 참 내 ㅡㅡ
델짱에로,머야 성시경이 이리 저평가됌?
닉네임은8자이하,슈스케 최고의 아웃풋 아닌가싶다버스커버스커
김해코스트코,https://youtu.be/MgNsfKcMYnc히트곡 성시경이 더 많다는건 성시경뽕 아니냐 ㄹㅇ들으면 다아는거일텐데10년대 음원탑이었는데 어떻게 성시경보다 적냐
무슨,김해코스트코 저정도가 히트곡이면 성시경 노래가 저거 3배는 될듯
김해코스트코,무슨 저거 이상 성적낸게 없는데 어케 3배가됨?
브엉저낭,무슨 진짜 장범준 내려치기 개좆되네ㅋㅋㅋㅋㅋ
앤서니테일러,무슨 이건 아니다ㅋㅋ 솔직히 성시경 팬 아니면 희재 거리에서 말곤 잘 모를텐데
원피스매니아,[삭제된 댓글입니다.]
곧발롱위너비닐신,원피스매니아 + 방탄 전성기인 19년도에 연간차트 1위곡
0나니,솔직히 성식이형은 가수로서의 전성기는 이미 10년전에 끝났지. 별그대 OST가 전성기의 마지막 이었다고 봄.이후로는 예능이나 시상식 MC에 더 가깝지. 지금은 유튜버고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
라마라마라마,성시경 디게 저평가하네 걘 맨날 술먹고 따로 목 관리 안해도 지금까지 목소리 저렇게 유지하는게 대박인거임 막말로 장범준 콘서트랑 성시경 콘서트 열면 더 빨리 매진 되는게 성시경일꺼임
PURPLE,보컬로서냐 뮤지션으로서냐에 따라 답이 달라짐보컬로는 성시경이 압승뮤지션으로서는 장범준이 압승
내로남불척결,노래실력으로 하면 성시경그외엔 장범준
ㅁㅅㅍㅌ,난 성시경. 우리엄마 장범준 모르고 성시경은 알듯
IZ*ONE사쿠,ㅁㅅㅍㅌ 벚꽃엔딩은 아실듯
ㅁㅅㅍㅌ,IZ*ONE사쿠 글쎄 임영웅은 확실히 앎
펨코는사랑,장범준은 프로듀싱 능력이 뛰어난거 아님?? 성시경은 보컬리스트인데 비교대상이 이상함
어쩔점니,우리아빠 요즘노래 아무것도 모르는데도 벚꽃엔딩 벨소리로 해두심ㅋㅋㅋ
삼성이성규,vs놀이 개재밌긴해
러브다이브,의외네 성시경 인기 미친듯이 많았을줄ㅋㅋㅋ거리에서가 워낙 유명해서
내장지방,러브다이브 원래 축구선수들도 감독으로 활동해야 선수 커리어가 빨리듯이 방송에 나와야 됨만치니가 은퇴하고 부동산이나 하고 살았으면 누가 알았겠음?
호나우두나자리우,성시경이 딸려서 장범준이 위인게 아니라성시경도 대단하지만장범준이 히트를 더 잘 친 사람인거
나인테일,판테온 미러전 vs 소주 마시기
브엉저낭,나도 성시경 유튜브 영상보면 개쩐다 지린다 그러면서 보고 하지만 플레이리스트엔 장범준 노래가 더많음
qdwqdqwd,난 성시경... 장범준 방송활동안해도 그정도라는데 갠적으로 성시경 방송활동은 오히려 가수 성시경한테는 마이너스라생각해서..
노장금,장범준은 활동도안하고 음원만던지는데 파워존나세잖아
INFJ인프제,댓글 4천개 가까이 됐던데 참 쓸데없는 걸로 에너지 낭비한다 싶더라
어금니꽉깨물어라,다떠나서 장범준 노래를 더많이 들어서난 장범준
음밥페내놔,??? 결국 장범준이나 성시경이나 군대 면제 받는 bts보다 아래 아님??
오르니틴,장범준은 요절하면김광석 급임
어쩔사과,오르니틴 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
펨코는사랑,오르니틴 에이 진짜 그정도라고...??? 동상세워주고 그정도여...??
오르니틴,펨코는사랑 원래 예술가는 죽어야 가치가 훨씬 더 상승함근데 그 죽음에 스토리가 있다?신격화 됨
더블치즈치즈,오르니틴 그런가?? 이건 좀 논란이 있겠는데 ㅋㅋㅋㅋㅋ
쌈장조림,오르니틴 어허~너무 갔엉~
라마라마라마,오르니틴 오버는 좀 ㅋㅋㅋㅋㅋㅋ 그냥 요절한거지 뭔 김광석급이라고
강구zl,"오르니틴 김광석 이상일수도 있음여수,벛꽃 생각해봐얘는 문화를 만들었는데"
빛쵸비,같은 내용인데 결과에 따라서 베댓 갈리는거 실화야?
밸브,아티스트로 장범준이 걍 압살이지 싶은데... 근데 장범준 노래는 버스커 1집 이후로 몇 곡 안듣고 성시경은 플리에 항상 있음ㅋㅋㅋㅋ
웅3,성시경은 이제 '먹을텐데'만 해도 먹고 살 듯.
shy9_29,내 취향은 성시경이긴 한데.. 콘서트 가봤는데 진짜 좋았음
은월향,아니 근데 진짜  장범준 후려치기 ㅈ대는듯; 성시경 전성기가 장범준급 임팩트였음? 봄되면 어김없이 차트 상위권 스물스물올라오는 봄의 캐롤이라는 곡을 작사작곡하고 그거말고도 꾸준히 메가히트곡이 나왔는데 ㅋㅋ장범준 후려치기가 너무심하네
닉네임은8자이하,은월향 버스커버스커 1집은 역대급이지
임나우,은월향 나는 성시경이 더 좋은데 절대 그 정돈 아녔음ㅋㅋ
숏스탑,근데 걍 개취아니여??? 비교할라면 음원 순위나 음반판매량일건데 그것도 시대흐름 많이 타는 시장이라 별로 비교하기에 적절하지도않고
내손을잡아,장범준 노래 허어어어어어어엉이 대부분아녀?
피를로,내손을잡아 아 ㅋㅋㅋㅋㅋㅋㅋ
자시안,내손을잡아 이게 장범준 비하로는 딜 제일 세네 시발ㅋㅋㅋ
세스크킬패스,내손을잡아 개웃기네 ㅋㅋㅋㅋㅋ
홍시우포드,내손을잡아 허어어어어어엉이 대부분인 노래보다 성적낮은 성시경 노래는 뭐임?
bslbsl,성시경은 앨범을 너무 늦게 냈는데 잘 안 된게 타격이 큼 히트곡이 언제 였는지도 모르겠음
이시하라사토미.,성시경 노래는 자주 찾아 듣는데 장범준 노래는 신곡 나왔을때 빼고는 찾아듣지는 않게 되더라
델짱에로,다른 커뮤선 성시경이네 생각해보니 펨코서 성시경 이미지안좋은것도 큰가 ㅋㅋ
모두즐겁게,성시경은 나얼 박효신 김범수 같은 발라더계열 탑급이고장범준은 새로운 시대를 만든사람인데둘다본세대면 이걸비빌수가있나닥장범준인데..
김해코스트코,모두즐겁게 성시경은 그라인에서도 탑찍은적이없음차라리 박효신 나얼 데려오면 둘이 위라고했지
국가안보,고음 때문에 성시경>장범준이라는 사람들 의견은 들을 가치도 없음케이팝 망치는 주범들임
하입쿠키,국가안보 성시경이 고음으로 유명한 가수는 아닌데 음색 때문에 빨리는거지
Vousme,국가안보 근데 주범을 왜 니가 정함?
채원.,국가안보 애초에 성시경이 고음으로 유명한게 아닌데 먼소리하노
긴매,국가안보 이 사람은 노래를 잘한다는 기준이 고음으로 아는건가 ㅋㅋㅋ
지프는지프,장범준 : 봄 노래로 사회적 분위기 만들어서 애매한 애들도 당시 분위기 휩쓸려서 신입생들 섹스 가능하게 해줌노래방 찌질이들 다수의 히트곡으로 구제해줌여기서 게임 끝
밤11시에,"그 중들이 경전 외듯이 앵앵앵앵 부르는, 듣기 존나 싫은 음색이 장범준이라면 닥치고 성시경이지. 가창력 비벼진다는게 성시경에게 굴욕이다."
최순실,싸울일임ㅋㅋ
gogoc,저정도 급이 되면 그냥 취향의 영역이 아닌가 싶음사람마다 우선으로 두는 점수 영역이 다를것이고그걸 개인의 취향에 맞춰어디에 더 중점을 두느냐에 따라누가 낫냐가 갈릴만한 사람들임
아이스베어1,아티스트는 일단 작사 작곡에 가중을 둬야지
기묘띠123,성시경이라고 하는 분들은 대부분 노래 실력이나 본인 취향에 많이 점수를 주신 거 같음. 생각해보면 객관적인 영향력을 따졌을 때 장범준이 훨씬 더 큰 거 같은데
손오반,벛꽃엔딩하나로 정리쌉가능
서구청,어쩌다 둘이 비교하게 됐냐? 접점도 거의 없는거 같은데
장규진,가창력이나 이런거 볼게 아니라 가수면  대중성&그외등등 다 고려 해야하는거 아닌가  그런면에선  장범준이 맞다고봄 둘이 같은 장르도 아니고 전혀 다른 장르인데 비교할꺼면  가창력&대중성 파급력 최고점 등등 다 반영해야지
나다나야나,ㄹㅇ취향영역 장범준은 음원이랑 독보적 스타일로 비비는거긴함
단잉디임예솔,성시경 고평가 되는게 아마 정통 발라더? 요즘 좀 드물잖아 그런장르의 계보도에 이어지는 인물이라 그런거 같음.
짭뇨띠,작곡으로 대박친 장범준싱어 역량은 성시경난싱어송라이터를 더 쳐줌 그게 더 어렵자나
아탈,짭뇨띠 ㄹㅇ 저도 싱어송라이터를 더 높게 봐요
짭뇨띠,아탈 비교불가임  작곡가가 더 귀한건데
라마라마라마,짭뇨띠 작곡가가 귀하긴 한데 성시경 목소리라면 그런 작곡가들이 알아서 곡 줌
bslbsl,짭뇨띠 너의 모든 순간 너는 나의 봄이다 작곡 성시경이 함 아예 싱어는 아님
어쩔사과,닥 장범준임 장범준이 성시경한테 밀리는건 고음안올라가는거 그거빼고 모든게 장범준압살임
STAYC수민,근데 김장훈은 어느정도임 ?
펨콤,"STAYC수민 2000년대 콘서트 본좌가 김장훈, 이승환, 싸이 이렇게 일껄?"
내장지방,STAYC수민 그냥 뭐 그저 그렇지콘서트 기획 잘하고 열심히 하고 전성기 때는 방송도 잘 했고90년대 초에 데뷔해서 지금까지 살아남은 것만 해도 대단하고 본업 없이는 못 오는 거긴 한데 거기까지임
지다누10,대중성은 장범준나머지는 성시경 압승이지.. 장범준 택하는 사람은 헤이즈 vs 박정현에서도 헤이즈 택할 건가?ㅋㅋ
덤더럼,지다누10 비유가 안맞죠?
지다누10,덤더럼 장범준 압승이라는 사람들 근거가 차트순위 아님? 헤이즈 차트순위가 박정현보다 압도적으로 높은데다 대부분 자작곡인데? 박정현은 가창력은 넘사지만 히트곡 언제인지 기억도 안 나고.. 댓글들 주장이랑 비슷하지 않음?
덤더럼,"지다누10 그럼 장범준이 헤이즈랑 동급이 되야하는데 그건 또 아니고, 장범준이 차트순위 하나로만 우위라 이야기 되는게 아니라서"
지다누10,덤더럼 차트 순위로 나누는 사람들이 많길래 해본 비유였음. 개인적으로 버스커버스커 1집은 인생명반 중 하나지만 그 이후 낸 앨범들은 거의 다 그 앨범 자기복제라서 음악적 한계가 더 드러났다고 생각함. 흔꽃샴같은 그나마 최근 히트곡들은 뭐 헤이즈랑 비교당해도 할 말 없는 수준인 것 같고..
GUMAYUSl,지다누10 누가보면 장범준은 대중성만 좋은줄 알겠네 ㅋㅋ 버스커 1집 하나로 성시경 어느앨범 가져다 놔도 그거보다 평론가 평가 좋을듯
지다누10,GUMAYUSl 버스커버스커 1집은 진짜 명반이지. 근데 베플들만 봐도 지금 당장 음원 내면 누구곡이 올라갈거냐고 하잖아; 장범준도 데뷔앨범 제외하면 그 이후 행보가 실망스러운 건 사실이고ㅠ 성시경은 인기는 떨어졌지만 가창력이나 음악성은 오히려 더 좋아지고 있고...
디발라맘,지다누10 아이유 vs 박정현정도해야 급맞을거 같은데
지다누10,디발라맘 그건 벨붕 닥아이유지..
STAN1EY,누가 가수로서 더 나은지는 모르겠지만 콘서트 하나 갈 수 있다면 난 성시경
사류하,애초에 성시경이랑 장범준이랑 동세대 가수도 아닌데 왜 비교 당하는 거임?
더블치즈치즈,사류하 동시대가 아니라서 비교할때 반응 꿀잼
DM,꼬우면 앨범 좀 내라 장범준
레뇨,둘이 강점있는 분야가 아예 달라서 비교의미가 없다생각하지만 장범준은 21세기 한국 남자싱어송라이터중 원탑아니냐
하입쿠키,성시경 내려치기도 ㅈ되더만 히트곡 수 압살이라니까 귀 닫고 벚꽃엔딩도르 ㅋㅋ 물론 가요계에 좀 더 영향을 준 건 장범준이라는 거에 동의함
어쩔사과,하입쿠키 성시경이 히트곡 더많다고? ㅋㅋ
하입쿠키,어쩔사과 훨씬 더 많은 게 팩트인데? ㅋㅋㅋ
어쩔사과,하입쿠키 ㅋㅋㅋㅋㅋ장범준은 앨범이 다 히트곡인데 성시경은 앨범 통틀어서 히트곡몇개 뽑히는거고 ㅋㅋㅋ
디발라맘,하입쿠키 팩트아님
bslbsl,어쩔사과 히트곡만 불러도 콘서트 시간 꽉 채울 수 있음문제는 최근 히트곡이 없는거지
하입쿠키,bslbsl 진짜 갑갑하다 ㅋㅋ
어쩔사과,bslbsl 장범준은 못채우는줄아노 ㅋㅋㅋ
레아오,하입쿠키 히트곡도 장범준이 더많음...
단뇸이,하입쿠키 ?
김해코스트코,하입쿠키 https://youtu.be/MgNsfKcMYnc장범준 히트곡 ㅈㄴ 많은데;
하입쿠키,김해코스트코 양쪽 다 들어본 입장에서 연차 무시 못함 ㅋㅋ 성시경이 더 많은 거 맞는데
류혜영사랑해,하입쿠키 대체 성시경 히트곡이 뭐가있냐 거리에서 너의모든순간 희재 내일할일 넌감동이엿어 이정도빼면 기억도 안난다ㅋㅋㅋ 당장 가서 사람들한테 희재 불러봐요! 하면 못부른다근데 장범준 노래 흔꽃샴푸나 네온사인 첫사랑 불러보리 하면 바로 튀어나옴
하입쿠키,류혜영사랑해 시대가 다르니까 ㅋㅋ 장범준 10년 지나면 예전만 할 거 같냐? ㅋㅋ 네온사인 첫사랑 바로 튀어 나온다는 건 억지고 ㅋㅋ 그리고 내게 오는길 너에게 너는 나의 봄이다 좋을텐데 제주도의 푸른 밤 등등 내가 다 일일이 또 써줘야 알아먹냐?
류혜영사랑해,하입쿠키 성시경은 동시대에서도 존나 밀리는데 장범준은 10년대에 아이돌하고 아이유 등 그리고 모바일 음원시장 활발해질때 위에 놈들 제치고 1위먹은 놈인데 클라스가 다르지ㅋㅋ
요즘너무행복,하입쿠키 제주도의 푸른밤은 원곡도 아닌데 이런건 왜 끼어넣는거임 ㅋㅋ
하입쿠키,요즘너무행복 리메이크면 빼야됨? 히트한 건 맞는 노래인데? 빼도 상관은 없음
요즘너무행복,하입쿠키 온전히 본인 힘으로 히트시킨게 아니니까 이런거 비교할땐 당연히 저런건 빼야지;;
내장지방,하입쿠키 제주도의 푸른 밤 히트하긴 했냐? ㅋㅋㅋㅋ 이수영 광화문연가가 히트했다고 하면 그래 그건 히트하긴 했다 받아들이긴 할텐데 ㅋㅋㅋ 제주도의 푸른밤이 히트곡이면 장범준 노래는 왜 빼냐? ㅋㅋ
내삶의반다이크,김해코스트코 야 저 노래들 다 넣으면서 따질거면 ㅋㅋㅋ 버즈 히트곡이 더 많겠네 ㅋㅋㅋ 20대 한정 히트곡 우리만 아는 히트곡을 히트곡으로 다 침?참고로 나도 버스커 겁나 좋아함
내장지방,내삶의반다이크 어차피 성시경도 그 수준임발라드 매니아들이나 좋아한다 요즘도 듣는다 그러는 거지송골매 vs 성시경해도 나는 송골매한다 ㅋㅋ 어쩌다 마주친 그대 벚꽃엔딩급 노래 성시경은 없으니
장규진,하입쿠키 고점만 보더라도 장범준 압승아닌가 벚꽃엔딩&여수 밤바다  그리고 뭐 샴푸향인거  그나마 최근에 나온 신곡들도 인기 있더만
하입쿠키,장규진 고점은 따이는 거 맞는데 히트곡은 더 많은 거 맞음 요즘 세대에 히트한 게 많이 없어서 그렇지
어쩔사과,하입쿠키 제발 그 히트곡좀 나열해봐라 그럼 장범준 히트곡 다 나열해줄테니까 ㅋㅋㅋㅋㅋ
하입쿠키,"어쩔사과 딩고에 더해서 너에게 차마 세 사람 내일 할일 다정하게, 안녕히 그대네요 등등 많음 니 히트곡 기준이 뭔지 모르겠다만 히트곡 수 자체는 성시경이 활동기간도 길었기 때문에 많은게 맞는데 왤케 ㅂㄷ거리냐 ㅋㅋ"
류혜영사랑해,하입쿠키 니가 말한 것 몇곡빼고 알아요? 하면 모르는 사람이 더 많음
내장지방,류혜영사랑해 세 사람 돌아다니면서 물어보면 누가 알긴 하냐? ㅋㅋㅋ전형적인 지 가수니까 지한테만 히트곡이지 ㅋㅋㅋ
류혜영사랑해,하입쿠키 솔직히 너도 찾아보고 왔잖아 성시경 노래근데 장범준은 안찾아봐도 노래가 ㅅㅂ 그냥 술술적혀ㅋㅋㅋㅋ
하입쿠키,류혜영사랑해 10년도 전에 넘게 유행했던 노래를 근 10년도 안된 노래랑 비교하는게 ㅈㄴ 얼탱이 없네 병신새끼가
오펜하이머무새,장규진 벚꽃엔딩은 가요사통틀어서 넘사인데 멜론기준 좋아요 너의모든순간이 10만 더많음여수밤바다보다
데로로,그 가창력도르 논리면 대한민국 최고가수는 하현우겠네
시대정신,성시경은 여자픽이 존내 높은듯원히트원더로 따지자면거리에서 vs 벚꽃엔딩 난 벚꽃승
eclips2d,노래 실력의 경우 둘의 방향성이 다르지만 성시경 우위라고 보는데 전반적으로 가수로써 내는 앨범이나 작품을 본다면 아티스트로서는 장범준 압승임
디발라맘,나이 많은데 나도 장범준임
귀로천,가수 성시경 윈 싱어송라이터 장범준 윈
로제박은빈카리나,근데 여기서 성시경이라는 사람들도 최근 나온 앨범 안들어봤을듯 ㅋㅋㅋ 소리소문 없이 묻혔던데그리고 국밥먹방은 존나 봄
더블치즈치즈,로제박은빈카리나 팩틐ㅋㅋㅋㅋㅋ
레미르,"더 좋고 나쁘고를 떠나서 ""대중가수""로썬 장범준이 위지."
자시안,난 성시경 노래를 더 좋아하는 편인데 가수로선 장범준이 위라고 봄성시경이 아무래도 경력이 길고 방송 노출이 오래 되다보니 위상은 높을 순 있는데 고점 부분에서 성시경은 명백한 약점이 있음  거리에서 내게오는길 희재 좋을텐데 차마 두사람 너의 모든순간 등등 노래 자체는 좋지만 장범준에 비하면 실적이 좀 약한 듯
구래덕송아,그냥 발라드계 황태자 계보를 누가 이었는지 생각해보면 됨. 애초에 성시경은 콘서트 가수인것도 크고
오르니틴,구래덕송아 신승훈 다음 계보가 성시경인데
씹다껌,성시경 아닌가?? 노래 난이도자체가 성시경 노래가 훨씬 어렵잖아 물론 노래 부르기 쉽다고 해서 원곡 가수가 노래 못 부르는다는 말은 아닌데근데 이게 누가 더 노래 잘 부르냐 그거 비교하는거임? 전체적인걸 비교하는거임?
오로라반사,씹다껌 커리어 비교하는거지
한섬닷컴,급식이나 20대 초는 장범준 찍고20대 중후반은 성시경이지난 장범준 노래 막걸리나랑 흔들리는 꽃들 속에서 빼고 다 별로던데
개가치멸망,한섬닷컴 ?? 20대 중후반 학창시절때 딱 버스커버스커 전성기였는데 뭔소리임
삐삐야삐삐,한섬닷컴 엠팍 틀딱 새끼들이 장범준 고르는걸 보여줘도 이런 소리를 하면 어쩌누 얜 ㅋㅋ
단뇸이,한섬닷컴 ?
장규진,한섬닷컴 장범준 슈스케가 2010년인가 그때쯤 지금 20대 후반~30초반 급식이였을때  가장 장범준 노래많이들은게 20후반 30초반 이란 얘기임   성시경 픽은 30후반으로 올라가던가 해야지 20~30초까진  장범준이지
오일러정리,다른건 모르겠고 장범준이 내려치기 당할 클래스는아닌데
마크로니아,잘 부르긴 하지만 그냥 좀 더 대중적인 느낌이 장범준이지.ㄹㅇ 노래는 성시경이지.아이유가 대중적으로 성공했다고 이선희랑 비교하는꼴 아니냐.
레미르,마크로니아 그렇게 가면 난 노래도 아이유쪽이 훨씬 좋음.그냥 더 듣기 좋아.
브엉저낭,마크로니아 성시경 장범준 비교를 아이유 이선희로 비유한다고? 성시경 올려치기 개좆되네 ㅋㅋ
